   Compiling apas-verus v0.1.0 (/home/milnes/projects/APAS-VERUS-r221)
    Finished `release` profile [optimized] target(s) in 7.96s
────────────
 Nextest run ID 3eaa90a0-c7c6-40b3-850e-add45b4d66a0 with nextest profile: default
    Starting 4346 tests across 263 binaries
        PASS [   0.003s] (   1/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_alternating_operations
        PASS [   0.003s] (   2/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_contains_value_comprehensive
        PASS [   0.003s] (   3/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_default_trait
        PASS [   0.003s] (   4/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_debug_display
        PASS [   0.003s] (   5/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_complex_rotation_patterns
        PASS [   0.003s] (   6/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_empty_operations_comprehensive
        PASS [   0.003s] (   7/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_eq_trait
        PASS [   0.003s] (   8/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_delete_all_elements
        PASS [   0.003s] (   9/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_delete_value_multiple
        PASS [   0.003s] (  10/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_empty_constructor
        PASS [   0.003s] (  11/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_insert_at_boundaries
        PASS [   0.003s] (  12/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_iterator
        PASS [   0.003s] (  13/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_from_vec_empty
        PASS [   0.003s] (  14/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_equality_comprehensive
        PASS [   0.003s] (  15/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_equality_comparison
        PASS [   0.003s] (  16/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_large_tree
        PASS [   0.003s] (  17/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_length_method
        PASS [   0.003s] (  18/4346) apas-verus::TestAVLTreeSeq test_avltreeseq_large_subseq_operations
