   Compiling apas-verus v0.1.0 (/home/milnes/projects/APAS-VERUS)
    Finished `release` profile [optimized] target(s) in 8.56s
────────────
 Nextest run ID 202652d5-8a2d-416a-9038-f0eee8add2d8 with nextest profile: default
    Starting 4386 tests across 263 binaries
        PASS [   0.003s] (   1/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_default_trait
        PASS [   0.003s] (   2/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_contains_value_comprehensive
        PASS [   0.004s] (   3/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_alternating_operations
        PASS [   0.004s] (   4/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_complex_rotation_patterns
        PASS [   0.004s] (   5/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_debug_display
        PASS [   0.003s] (   6/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_delete_value_multiple
        PASS [   0.003s] (   7/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_eq_trait
        PASS [   0.003s] (   8/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_empty_constructor
        PASS [   0.003s] (   9/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_empty_operations_comprehensive
        PASS [   0.003s] (  10/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_delete_all_elements
        PASS [   0.003s] (  11/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_equality_comparison
        PASS [   0.003s] (  12/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_equality_comprehensive
        PASS [   0.003s] (  13/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_iterator
        PASS [   0.003s] (  14/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_insert_at_boundaries
        PASS [   0.003s] (  15/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_from_vec_empty
        PASS [   0.003s] (  16/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_large_subseq_operations
        PASS [   0.003s] (  17/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_large_tree
        PASS [   0.003s] (  18/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_length_method
        PASS [   0.003s] (  19/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_mixed_operations
        PASS [   0.003s] (  20/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_multiple_equality_checks
        PASS [   0.002s] (  21/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_new_constructor
        PASS [   0.002s] (  22/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_nth_panic_outofbounds
        PASS [   0.003s] (  23/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_nth_panic_empty
        PASS [   0.015s] (  24/4386) apas-verus::BenchQuickSort bench_quicksort_st_vs_mt
        PASS [   0.004s] (  25/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_nth_method
        PASS [   0.003s] (  26/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_predicates
        PASS [   0.002s] (  27/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_push_back_multiple
        PASS [   0.003s] (  28/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_reverse_insertion_order
        PASS [   0.003s] (  29/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_push_back_to_empty
        PASS [   0.003s] (  30/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_set_all_indices
        PASS [   0.003s] (  31/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_set_method
        PASS [   0.003s] (  32/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_set_multiple_elements
        PASS [   0.003s] (  33/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_singleton_constructor
        PASS [   0.003s] (  34/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_subseq_multiple_elements
        PASS [   0.003s] (  35/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_subseq_copy
        PASS [   0.003s] (  36/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_to_arrayseq_empty
        PASS [   0.003s] (  37/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_trigger_left_rotation
        PASS [   0.003s] (  38/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_trigger_right_left_rotation
        PASS [   0.003s] (  39/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_trigger_left_right_rotation
        PASS [   0.003s] (  40/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_trigger_right_rotation
        PASS [   0.003s] (  41/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_update_chain
        PASS [   0.003s] (  42/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_values_in_order_comprehensive
        PASS [   0.003s] (  43/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_very_large_tree
        PASS [   0.003s] (  44/4386) apas-verus::TestAVLTreeSeq test_avltreeseq_zero_length_operations
        PASS [   0.003s] (  45/4386) apas-verus::TestAVLTreeSeq test_contains_value
        PASS [   0.003s] (  46/4386) apas-verus::TestAVLTreeSeq test_delete_value
        PASS [   0.003s] (  47/4386) apas-verus::TestAVLTreeSeq test_from_vec
        PASS [   0.003s] (  48/4386) apas-verus::TestAVLTreeSeq test_insert_value
        PASS [   0.003s] (  49/4386) apas-verus::TestAVLTreeSeq test_is_tree_empty
        PASS [   0.003s] (  50/4386) apas-verus::TestAVLTreeSeq test_new_root
        PASS [   0.003s] (  51/4386) apas-verus::TestAVLTreeSeq test_push_back
        PASS [   0.003s] (  52/4386) apas-verus::TestAVLTreeSeq test_update
        PASS [   0.002s] (  53/4386) apas-verus::TestAVLTreeSeqMtPer test_debug_trait
        PASS [   0.003s] (  54/4386) apas-verus::TestAVLTreeSeq test_to_arrayseq
        PASS [   0.003s] (  55/4386) apas-verus::TestAVLTreeSeqMtPer test_clone
        PASS [   0.003s] (  56/4386) apas-verus::TestAVLTreeSeq test_values_in_order
        PASS [   0.003s] (  57/4386) apas-verus::TestAVLTreeSeqMtPer test_alternating_sets
        PASS [   0.003s] (  58/4386) apas-verus::TestAVLTreeSeqMtPer test_empty_subseq
        PASS [   0.003s] (  59/4386) apas-verus::TestAVLTreeSeqMtPer test_empty
        PASS [   0.003s] (  60/4386) apas-verus::TestAVLTreeSeqMtPer test_deep_rotation_cascade
        PASS [   0.003s] (  61/4386) apas-verus::TestAVLTreeSeqMtPer test_empty_operations
        PASS [   0.003s] (  62/4386) apas-verus::TestAVLTreeSeqMtPer test_default_trait
        PASS [   0.003s] (  63/4386) apas-verus::TestAVLTreeSeqMtPer test_eq
        PASS [   0.003s] (  64/4386) apas-verus::TestAVLTreeSeqMtPer test_from_vec
        PASS [   0.003s] (  65/4386) apas-verus::TestAVLTreeSeqMtPer test_isempty
        PASS [   0.003s] (  66/4386) apas-verus::TestAVLTreeSeqMtPer test_equality_comprehensive
        PASS [   0.003s] (  67/4386) apas-verus::TestAVLTreeSeqMtPer test_issingleton
        PASS [   0.004s] (  68/4386) apas-verus::TestAVLTreeSeqMtPer test_extreme_imbalance_scenarios
        PASS [   0.004s] (  69/4386) apas-verus::TestAVLTreeSeqMtPer test_force_all_rotation_cases
        PASS [   0.003s] (  70/4386) apas-verus::TestAVLTreeSeqMtPer test_iter
